Flight_ID,Time_s,Nf1,Nf2,Ng1,Ng2,T451,TGT452,Q1,Q2,dalpha,dbeta,Exceedance_Flag,DGCA_Compliance
Flight_01,186,43.8,51.21,40.17,39.49,350.29,279.13,48.23,58.68,48.92,38.65,NORMAL,COMPLIANT
Flight_01,187,39.15,45.59,35.36,34.04,381.3,316.47,48.45,58.55,49.08,38.87,NORMAL,COMPLIANT
Flight_01,188,30.99,39.03,30.09,26.85,383.69,318.13,48.62,59.51,48.4,37.57,NORMAL,COMPLIANT
Flight_01,189,29.43,37.92,28.61,23.7,381.92,305.3,51.12,61.76,49.63,39.2,NORMAL,COMPLIANT
Flight_01,190,25.12,32.85,25.28,19.88,380.12,302.9,46.81,58.67,48.25,37.35,NORMAL,COMPLIANT
Flight_01,191,22.14,28.55,22.7,16.89,377.92,298.19,45.58,56.87,48.11,37.77,NORMAL,COMPLIANT
Flight_01,192,28.29,35.44,27.82,21.17,359.61,277.94,47.36,58.37,49.29,39.82,NORMAL,COMPLIANT
Flight_01,193,25.82,33.28,24.74,17.54,354.74,268.06,43.95,54.9,48.54,39.28,NORMAL,COMPLIANT
Flight_01,194,27.54,35.76,27.24,21.61,367.03,289.53,46.7,56.98,48.84,39.4,NORMAL,COMPLIANT
Flight_01,195,31.74,37.81,30.39,25.52,355.05,279.75,48.09,58.46,47.4,36.25,NORMAL,COMPLIANT
Flight_01,196,35.08,42.71,34.07,30.46,373.83,311.64,46.85,58.37,45.99,35.12,NORMAL,COMPLIANT
Flight_01,197,33.57,41.47,33.12,30.03,361.2,304.7,46.73,59.11,45.71,34.54,NORMAL,COMPLIANT
Flight_01,198,30.15,37.44,30.92,27.71,349.35,290.5,44.63,56.29,44.69,32.94,NORMAL,COMPLIANT
Flight_01,199,26.64,34.73,28.61,25.46,341.24,281.05,46.36,57.52,46.01,34.16,NORMAL,COMPLIANT
Flight_01,200,36.13,42.95,36.79,34.35,317.34,255.46,48.15,58.57,44.32,31.49,NORMAL,COMPLIANT
Flight_01,201,28.91,35.38,30.65,27.73,360.03,300.36,47.44,58.26,44.14,32.25,NORMAL,COMPLIANT
Flight_01,202,32.39,38.73,33.2,29.9,391.49,331.3,49.06,57.65,45.38,33.95,NORMAL,COMPLIANT
Flight_01,203,38.62,44.01,37.99,35.96,375.33,307.71,52.2,59.31,45.45,33.31,NORMAL,COMPLIANT
Flight_01,204,34.15,38.87,34.67,32.08,343.79,282.09,48.44,56.32,44.63,31.47,NORMAL,COMPLIANT
Flight_01,205,37.15,42.98,37.46,35.44,343.09,285.02,49.07,57.77,43.61,30.64,NORMAL,COMPLIANT
Flight_01,206,39.7,45.49,39.18,37.78,354.4,293.85,47.82,56.86,43.78,30.63,NORMAL,COMPLIANT
Flight_01,207,35.87,41.62,35.85,33.79,338.58,278.73,47.27,55.84,43.07,29.22,NORMAL,COMPLIANT
Flight_01,208,35.83,40.47,36.65,34.35,340.67,282.87,47.81,55.46,43.22,29.54,NORMAL,COMPLIANT
Flight_01,209,32.26,37.73,33.98,32.01,359.29,294.69,47.95,55.5,43.57,30.24,NORMAL,COMPLIANT
Flight_01,210,29.17,34.94,32.78,30.06,355.39,285.02,48.05,55.54,43.26,29.69,NORMAL,COMPLIANT
Flight_01,211,34.72,41.95,39.27,35.64,344.96,261.11,48.04,55.66,43.64,30.01,NORMAL,COMPLIANT
Flight_01,212,38.25,43.24,41.95,38.29,356.5,273.22,46.24,52.56,43.73,30.32,NORMAL,COMPLIANT
Flight_01,213,35.59,41.24,39.46,36.55,319.07,238.51,45.25,51.22,43.45,30.51,NORMAL,COMPLIANT
Flight_01,214,37.87,41.64,40.57,37.37,289.71,207.09,46.18,51.79,45.91,34.15,NORMAL,COMPLIANT
Flight_01,215,39.66,45.52,43.69,40.82,270.27,184.77,44.62,50.55,46.34,35.35,NORMAL,COMPLIANT
Flight_01,216,38.8,45.4,42.13,40.71,289.64,199.08,47.62,52.78,47.33,37.37,NORMAL,COMPLIANT
Flight_01,217,37.83,45.03,41.1,39.69,293.86,203.17,46.41,52.83,47.18,37.56,NORMAL,COMPLIANT
Flight_01,218,28.45,34.39,32.81,30.53,329.11,242.37,44.74,51.63,47.56,38.48,NORMAL,COMPLIANT
Flight_01,219,29.32,34.95,33.65,31.12,336.63,248.75,41.69,49.44,48.65,39.89,NORMAL,COMPLIANT
Flight_01,220,27.66,33.66,32.55,30.15,345.87,261.26,41.25,49.12,47.0,39.02,NORMAL,COMPLIANT
Flight_01,221,25.95,30.93,31.8,28.99,330.49,239.88,44.28,52.79,47.11,40.25,NORMAL,COMPLIANT
Flight_01,222,27.01,32.52,32.7,30.27,344.7,252.55,42.99,50.77,47.74,42.07,NORMAL,COMPLIANT
Flight_01,223,25.95,31.36,31.66,29.0,341.47,254.17,46.32,53.8,46.7,40.35,NORMAL,COMPLIANT
Flight_01,224,26.62,31.21,31.25,29.0,328.92,236.45,47.1,55.13,47.65,41.02,NORMAL,COMPLIANT
Flight_01,225,31.26,34.99,32.56,31.67,336.81,245.49,45.4,53.21,48.45,41.23,NORMAL,COMPLIANT
Flight_01,226,30.1,32.86,32.23,30.41,356.02,252.08,44.84,52.81,46.94,39.29,NORMAL,COMPLIANT
Flight_01,227,31.05,34.96,33.65,32.88,346.77,240.62,44.63,53.45,48.62,41.01,NORMAL,COMPLIANT
Flight_01,228,24.05,27.83,27.86,27.34,366.59,262.35,47.0,56.12,49.36,41.84,NORMAL,COMPLIANT
Flight_01,229,22.59,25.92,27.63,27.05,383.85,285.74,49.96,58.74,49.88,42.0,NORMAL,COMPLIANT
Flight_01,230,28.4,29.85,30.39,31.64,400.5,309.73,49.7,59.08,48.93,40.96,NORMAL,COMPLIANT
Flight_01,231,22.43,24.16,25.55,27.55,401.9,313.57,48.77,58.55,49.3,41.18,NORMAL,COMPLIANT
Flight_01,232,25.24,27.15,28.01,30.69,364.01,273.92,48.53,58.41,49.8,41.91,NORMAL,COMPLIANT
Flight_01,233,24.25,25.99,28.09,30.76,399.25,315.32,46.01,54.09,49.99,41.9,NORMAL,COMPLIANT
Flight_01,234,21.15,23.07,25.91,28.02,404.82,315.93,43.77,52.65,47.94,38.32,NORMAL,COMPLIANT
Flight_01,235,22.03,24.48,27.28,29.99,438.14,351.52,44.65,52.48,46.11,35.76,NORMAL,COMPLIANT
Flight_01,236,24.14,27.08,28.01,32.59,411.19,319.91,46.15,52.68,46.17,36.45,NORMAL,COMPLIANT
Flight_01,237,27.73,31.18,33.27,35.66,438.96,343.11,48.45,53.41,45.63,34.66,NORMAL,COMPLIANT
Flight_01,238,29.74,33.3,34.59,37.07,454.09,360.59,49.18,54.13,46.99,35.72,NORMAL,COMPLIANT
Flight_01,239,33.94,37.6,37.61,41.3,480.19,396.88,46.04,50.94,47.08,36.1,NORMAL,COMPLIANT
Flight_01,240,35.62,39.99,39.81,43.11,475.32,389.0,45.89,52.07,45.7,34.53,NORMAL,COMPLIANT
Flight_01,241,40.16,43.25,41.78,47.81,449.33,361.97,46.75,52.41,46.34,35.23,NORMAL,COMPLIANT
Flight_01,242,41.68,45.46,42.85,49.06,453.0,365.95,48.32,54.12,47.68,36.81,NORMAL,COMPLIANT
Flight_01,243,40.36,41.89,41.34,46.34,438.56,348.55,47.04,53.55,48.61,38.67,NORMAL,COMPLIANT
Flight_01,244,41.93,43.02,42.95,47.64,417.26,332.77,49.04,55.54,48.47,38.96,NORMAL,COMPLIANT
Flight_01,245,41.18,42.53,42.6,46.81,442.94,363.78,49.37,56.21,47.34,37.83,NORMAL,COMPLIANT
Flight_01,246,43.62,44.62,44.75,50.1,430.67,354.9,48.78,55.65,46.11,37.53,NORMAL,COMPLIANT
Flight_01,247,41.15,42.98,43.55,47.82,441.88,355.79,49.22,55.84,45.61,37.21,NORMAL,COMPLIANT
Flight_01,248,43.03,43.72,44.94,48.48,441.6,349.81,49.08,55.03,46.28,37.81,NORMAL,COMPLIANT
Flight_01,249,41.33,42.59,44.62,47.87,438.25,353.06,51.85,58.3,47.04,38.24,NORMAL,COMPLIANT
Flight_01,250,41.42,41.93,44.49,49.26,436.32,353.72,53.11,58.89,48.27,40.45,NORMAL,COMPLIANT
Flight_01,251,43.87,43.68,45.96,50.65,401.25,323.38,51.37,57.46,47.86,39.63,NORMAL,COMPLIANT
Flight_01,252,38.84,38.17,42.35,44.68,414.94,347.94,51.52,57.83,48.28,40.0,NORMAL,COMPLIANT
Flight_01,253,40.15,40.7,44.55,46.11,376.02,305.59,51.03,57.23,49.34,42.04,NORMAL,COMPLIANT
Flight_01,254,41.46,41.76,44.97,46.64,356.49,295.63,47.05,53.69,51.22,45.13,NORMAL,COMPLIANT
Flight_01,255,43.05,44.32,45.74,47.35,384.28,331.03,49.01,56.09,49.8,44.17,NORMAL,COMPLIANT
Flight_01,256,44.07,44.99,45.99,47.68,352.24,302.59,51.27,56.01,48.72,41.38,NORMAL,COMPLIANT
Flight_01,257,47.28,49.39,49.27,51.24,376.53,318.68,50.27,55.98,48.04,39.9,NORMAL,COMPLIANT
Flight_01,258,53.07,57.15,54.29,57.11,373.17,328.53,48.96,54.74,47.42,40.28,NORMAL,COMPLIANT
Flight_01,259,52.97,56.08,52.94,57.22,380.23,341.95,50.56,55.11,47.98,40.06,NORMAL,COMPLIANT
Flight_01,260,51.6,54.83,52.08,55.43,399.85,358.29,52.93,58.1,48.07,40.39,NORMAL,COMPLIANT
Flight_01,261,54.54,58.02,54.62,58.16,404.12,354.18,55.6,61.71,49.12,40.58,NORMAL,COMPLIANT
Flight_01,262,52.41,55.45,52.53,54.93,412.72,370.23,51.63,57.86,50.16,41.24,NORMAL,COMPLIANT
Flight_01,263,47.66,50.67,49.09,50.7,431.02,389.53,49.72,56.38,51.76,43.15,NORMAL,COMPLIANT
Flight_01,264,52.58,56.75,52.81,55.92,401.34,351.15,53.75,59.93,55.2,48.45,NORMAL,COMPLIANT
Flight_01,265,46.91,50.31,48.41,50.21,413.24,371.72,53.75,60.24,55.47,49.89,NORMAL,COMPLIANT
Flight_01,266,48.35,52.74,50.52,52.05,395.55,359.82,53.51,58.94,56.99,52.83,NORMAL,COMPLIANT
Flight_01,267,51.59,55.88,51.91,52.98,392.62,353.17,54.31,58.85,56.74,52.41,NORMAL,COMPLIANT
Flight_01,268,51.05,56.11,52.89,52.92,391.24,343.11,53.02,58.01,57.8,53.99,NORMAL,COMPLIANT
Flight_01,269,45.71,50.58,49.81,48.01,420.48,366.55,52.38,56.67,58.48,54.86,NORMAL,COMPLIANT
Flight_01,270,47.25,52.6,51.23,49.35,438.03,381.49,53.75,56.33,58.87,55.72,NORMAL,COMPLIANT
Flight_01,271,47.33,52.44,50.15,48.9,458.82,396.88,57.08,58.92,56.66,52.33,NORMAL,COMPLIANT
Flight_01,272,49.67,52.02,50.58,49.07,472.92,402.68,56.44,57.79,56.74,52.23,NORMAL,COMPLIANT
Flight_01,273,50.61,53.09,51.28,48.89,486.32,410.01,56.22,57.28,57.85,54.16,NORMAL,COMPLIANT
Flight_01,274,50.74,51.86,50.95,47.79,483.44,421.8,58.31,58.57,57.05,52.27,NORMAL,COMPLIANT
Flight_01,275,54.78,56.29,53.8,51.44,462.24,405.35,59.14,60.2,58.47,53.57,NORMAL,COMPLIANT
Flight_01,276,48.7,50.95,48.57,45.9,461.15,405.82,61.58,63.45,59.49,55.14,NORMAL,COMPLIANT
Flight_01,277,50.96,52.23,49.78,48.33,491.04,436.62,62.37,63.32,59.74,55.37,NORMAL,COMPLIANT
Flight_01,278,56.9,57.82,54.63,53.13,493.68,434.46,64.13,64.5,62.28,58.65,NORMAL,COMPLIANT
Flight_01,279,59.24,60.14,56.73,55.41,512.94,453.67,64.74,64.2,62.26,58.46,NORMAL,COMPLIANT
Flight_01,280,61.2,60.2,57.57,57.24,520.23,453.65,62.2,61.86,61.81,57.0,NORMAL,COMPLIANT
Flight_01,281,54.05,52.07,51.21,50.56,527.37,464.34,62.33,61.94,61.07,55.7,NORMAL,COMPLIANT
Flight_01,282,49.69,48.12,47.2,45.24,549.95,497.1,64.17,63.52,61.25,56.12,NORMAL,COMPLIANT
Flight_01,283,55.53,55.06,52.76,51.79,549.02,495.02,63.8,62.29,61.03,56.48,NORMAL,COMPLIANT
Flight_01,284,61.03,59.51,55.59,55.89,525.91,469.76,66.84,65.49,60.3,55.4,NORMAL,COMPLIANT
Flight_01,285,61.93,59.36,56.1,55.63,520.54,466.39,65.69,63.91,61.62,57.06,NORMAL,COMPLIANT
Flight_01,286,52.99,50.94,49.65,48.09,524.46,465.44,63.09,61.84,61.17,56.75,NORMAL,COMPLIANT
Flight_01,287,54.64,52.61,50.59,49.29,540.84,477.95,62.78,60.12,61.72,57.11,NORMAL,COMPLIANT
Flight_01,288,59.02,56.28,53.19,51.78,568.61,511.25,60.39,57.16,62.08,56.61,NORMAL,COMPLIANT
Flight_01,289,61.78,59.64,54.86,55.27,545.91,486.94,60.46,57.62,60.63,55.28,NORMAL,COMPLIANT
Flight_01,290,64.39,60.36,56.51,57.43,579.26,525.12,61.38,57.54,62.01,57.26,NORMAL,COMPLIANT
Flight_01,291,72.82,68.45,64.1,65.5,563.93,505.74,61.46,56.78,61.54,56.8,NORMAL,COMPLIANT
Flight_01,292,73.39,67.84,64.89,65.2,601.77,534.66,62.6,59.79,62.37,58.38,NORMAL,COMPLIANT
Flight_01,293,81.91,74.88,71.76,72.61,573.13,497.42,62.82,59.4,64.59,61.87,NORMAL,COMPLIANT
Flight_01,294,82.45,74.48,71.5,72.49,569.35,488.27,61.49,57.48,64.72,62.05,NORMAL,COMPLIANT
Flight_01,295,82.53,74.4,71.05,73.66,584.86,513.52,61.84,59.05,62.65,57.72,NORMAL,COMPLIANT
Flight_01,296,84.43,77.2,72.42,76.33,591.07,526.14,59.54,56.95,61.67,55.93,NORMAL,COMPLIANT
Flight_01,297,89.19,81.28,75.86,79.14,571.66,506.97,59.07,56.31,61.45,55.26,NORMAL,COMPLIANT
Flight_01,298,90.04,82.43,77.35,80.35,577.4,509.01,57.59,56.48,62.31,57.22,NORMAL,COMPLIANT
Flight_01,299,91.28,82.91,77.96,79.61,566.83,491.0,58.04,55.73,62.9,58.94,NORMAL,COMPLIANT
Flight_01,300,90.52,83.81,79.04,78.98,526.35,438.15,55.6,52.73,62.7,58.61,NORMAL,COMPLIANT
Flight_01,301,93.77,87.51,82.2,82.13,551.25,459.81,53.11,50.59,65.04,62.71,NORMAL,COMPLIANT
Flight_01,302,91.76,85.37,80.95,79.98,515.18,424.16,52.57,49.08,65.52,63.65,NORMAL,COMPLIANT
Flight_01,303,93.7,86.91,82.26,82.2,525.64,436.58,51.76,49.07,64.86,62.85,NORMAL,COMPLIANT
Flight_01,304,91.06,84.8,81.09,80.21,537.21,441.84,50.68,47.11,64.54,62.95,NORMAL,COMPLIANT
Flight_01,305,89.08,82.97,78.65,78.43,573.0,478.92,54.41,50.96,64.72,63.34,NORMAL,COMPLIANT
Flight_01,306,84.31,78.87,75.92,73.9,583.06,487.75,55.13,51.44,66.53,65.77,NORMAL,COMPLIANT
Flight_01,307,85.52,79.84,76.15,72.46,547.96,463.81,56.69,53.18,66.97,66.98,NORMAL,COMPLIANT
Flight_01,308,77.54,73.15,70.27,66.86,546.11,455.86,57.1,54.64,68.01,68.1,NORMAL,COMPLIANT
Flight_01,309,80.02,76.46,72.38,69.5,549.51,459.57,56.94,55.55,68.55,69.22,NORMAL,COMPLIANT
Flight_01,310,79.8,77.69,71.28,69.62,556.99,462.4,51.37,49.53,65.83,65.21,NORMAL,COMPLIANT
Flight_01,311,82.72,80.25,73.85,74.18,548.14,452.58,50.86,48.66,67.3,67.3,NORMAL,COMPLIANT
Flight_01,312,80.01,77.98,72.08,71.98,557.15,466.01,49.93,47.14,67.69,67.84,NORMAL,COMPLIANT
Flight_01,313,80.39,79.24,72.05,71.61,602.16,514.81,51.13,46.73,65.78,65.61,NORMAL,COMPLIANT
Flight_01,314,79.52,77.93,71.08,70.74,602.67,520.72,51.25,47.69,65.37,65.72,NORMAL,COMPLIANT
Flight_01,315,80.7,78.69,71.9,71.38,579.2,503.82,48.54,44.39,65.09,65.39,NORMAL,COMPLIANT
Flight_01,316,83.85,81.01,73.64,74.08,609.78,552.0,48.14,43.86,65.14,65.43,NORMAL,COMPLIANT
Flight_01,317,81.73,79.34,70.72,72.48,591.2,530.75,50.18,46.97,63.34,62.53,NORMAL,COMPLIANT
Flight_01,318,85.1,80.33,72.04,73.99,579.13,512.02,47.48,45.83,62.05,60.47,NORMAL,COMPLIANT
Flight_01,319,78.49,73.48,66.74,67.86,609.55,546.98,48.2,46.19,60.11,57.63,NORMAL,COMPLIANT
Flight_01,320,79.3,72.73,65.37,66.93,622.01,556.23,47.38,45.19,58.98,56.52,NORMAL,COMPLIANT
Flight_01,321,79.02,71.47,65.93,67.42,641.53,578.99,45.86,43.79,56.35,53.64,NORMAL,COMPLIANT
Flight_01,322,81.26,73.2,67.66,68.69,651.24,596.69,48.13,45.47,54.83,52.02,NORMAL,COMPLIANT
Flight_01,323,82.76,74.08,67.73,68.58,675.61,630.33,49.31,47.62,54.71,52.14,NORMAL,COMPLIANT
Flight_01,324,86.16,77.94,70.54,71.04,682.48,637.01,46.72,45.55,55.07,52.93,NORMAL,COMPLIANT
Flight_01,325,86.57,79.48,70.58,69.73,685.23,639.56,46.75,47.01,56.36,53.59,NORMAL,COMPLIANT
Flight_01,326,87.44,79.57,70.67,70.99,700.16,647.86,46.47,46.29,55.95,53.4,T451 CAUTION,REVIEW RECOMMENDED
Flight_01,327,89.65,81.56,72.51,74.12,686.84,646.11,44.65,44.39,55.26,52.72,NORMAL,COMPLIANT
Flight_01,328,90.52,82.97,73.37,75.13,706.08,668.71,44.96,44.35,53.76,50.18,T451 CAUTION,REVIEW RECOMMENDED
Flight_01,329,90.56,82.81,72.12,75.17,681.68,632.9,44.35,44.15,53.89,50.83,NORMAL,COMPLIANT
Flight_01,330,92.03,83.6,72.56,75.63,658.58,611.69,44.04,42.5,55.04,52.75,NORMAL,COMPLIANT
Flight_01,331,94.16,85.02,72.87,74.85,667.23,621.88,44.07,41.24,54.83,52.49,NORMAL,COMPLIANT
Flight_01,332,91.97,82.39,71.91,73.64,697.4,652.11,46.14,43.61,56.39,54.16,T451 CAUTION,REVIEW RECOMMENDED
Flight_01,333,89.77,80.44,69.91,71.12,691.67,649.0,43.9,40.61,58.07,56.02,T451 CAUTION,REVIEW RECOMMENDED
Flight_01,334,93.04,82.9,72.35,73.59,668.03,627.72,44.37,39.45,56.63,53.52,NORMAL,COMPLIANT
Flight_01,335,86.71,77.68,67.41,68.87,670.07,620.77,46.09,40.85,56.69,54.11,NORMAL,COMPLIANT
Flight_01,336,81.89,72.78,64.06,64.62,685.67,651.67,44.03,37.27,56.37,53.38,NORMAL,COMPLIANT
Flight_01,337,76.32,66.47,59.08,58.93,723.73,697.86,45.4,40.14,57.13,54.95,T451 CAUTION,REVIEW RECOMMENDED
Flight_01,338,74.96,65.53,57.82,57.75,702.34,682.43,44.76,39.35,57.32,54.54,T451 CAUTION,REVIEW RECOMMENDED
Flight_01,339,74.68,65.55,57.49,56.97,710.93,688.13,45.86,40.78,55.82,52.67,T451 CAUTION,REVIEW RECOMMENDED
Flight_01,340,78.62,70.14,61.37,60.73,738.3,724.32,42.25,37.41,53.97,50.06,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,341,79.54,71.05,61.1,61.34,770.05,775.76,41.08,35.99,54.84,50.9,TGT452 CAUTION; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_01,342,86.35,76.6,65.9,67.83,771.41,778.13,42.56,37.22,52.47,47.18,TGT452 CAUTION; T451 EXCEEDANCE,NON-COMPLIANT — Report Required
Flight_01,343,85.16,75.02,64.39,68.1,743.19,756.17,39.85,34.1,52.07,46.84,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,344,83.06,73.9,62.6,66.1,752.12,768.51,39.69,34.32,52.84,47.66,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,345,80.36,72.27,60.81,64.35,734.9,743.73,37.67,30.99,55.82,51.12,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,346,77.61,69.52,58.24,62.25,737.22,756.37,39.2,31.47,56.01,52.08,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,347,84.26,76.88,63.75,68.73,695.52,722.18,39.86,31.05,54.0,49.15,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,348,88.22,81.08,68.17,73.06,680.05,698.11,41.62,32.59,52.97,47.71,NORMAL,COMPLIANT
Flight_01,349,94.3,86.56,71.99,78.23,648.63,673.53,41.59,31.7,53.7,49.08,NORMAL,COMPLIANT
Flight_01,350,93.78,85.2,71.28,78.64,661.21,688.18,39.06,29.78,52.55,47.59,NORMAL,COMPLIANT
Flight_01,351,92.43,83.16,69.57,77.29,690.59,716.21,40.51,29.8,52.44,48.13,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,352,92.17,83.96,68.81,77.47,691.04,709.86,41.41,30.73,52.94,48.66,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,353,88.26,79.1,65.82,73.59,693.9,710.3,39.59,29.24,52.45,47.62,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,354,82.75,73.31,62.53,70.58,703.12,725.82,42.99,32.04,52.26,47.74,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,355,84.84,74.79,64.43,71.02,696.32,725.88,41.96,31.53,53.64,49.75,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,356,84.8,75.39,64.31,69.75,716.4,746.82,42.54,31.71,55.9,53.38,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,357,88.93,78.06,66.67,71.88,713.08,726.26,42.36,29.87,56.29,53.54,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,358,87.94,77.74,65.87,70.92,701.94,710.97,40.78,29.2,56.82,54.1,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,359,89.77,80.69,68.3,73.8,701.72,710.3,41.7,30.13,59.98,58.72,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,360,93.77,83.93,70.6,76.38,711.87,727.16,43.91,31.38,59.77,58.37,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,361,89.64,80.5,67.14,72.51,714.58,721.98,39.94,28.12,60.18,59.19,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,362,96.84,87.95,73.34,79.78,649.5,649.63,41.64,30.35,61.29,60.61,NORMAL,COMPLIANT
Flight_01,363,94.81,84.82,71.2,78.69,651.56,659.31,40.56,31.29,60.35,59.89,NORMAL,COMPLIANT
Flight_01,364,92.42,84.78,70.85,75.95,676.02,686.2,38.59,30.56,61.05,61.29,NORMAL,COMPLIANT
Flight_01,365,93.73,87.11,72.39,77.58,672.74,677.81,40.03,31.86,61.23,61.98,NORMAL,COMPLIANT
Flight_01,366,89.86,83.04,68.28,72.7,679.78,682.01,38.57,29.06,61.72,62.33,NORMAL,COMPLIANT
Flight_01,367,88.37,82.66,67.83,70.91,654.99,648.54,37.98,29.22,61.92,62.79,NORMAL,COMPLIANT
Flight_01,368,93.83,89.83,72.89,75.8,679.66,671.72,39.02,30.55,59.2,59.71,NORMAL,COMPLIANT
Flight_01,369,98.29,93.46,75.24,80.13,686.7,680.39,38.87,29.64,60.99,62.09,NORMAL,COMPLIANT
Flight_01,370,100.8,95.94,77.7,82.94,721.13,717.28,39.85,29.72,61.55,63.54,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,371,100.8,95.89,78.07,83.73,705.69,706.82,39.5,28.55,61.28,62.53,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,372,100.8,98.3,79.25,85.07,722.69,726.71,41.84,31.12,60.96,62.12,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,373,100.8,100.8,80.24,86.11,741.0,747.63,41.84,32.13,59.93,59.55,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,374,100.8,100.8,83.45,88.52,735.03,741.43,41.28,32.73,61.66,61.9,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,375,100.8,100.8,80.52,85.58,744.86,746.28,39.55,31.75,60.76,60.63,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,376,100.8,100.04,80.78,85.18,763.02,769.2,40.01,32.88,60.55,59.17,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,377,100.8,100.8,84.99,87.86,752.55,757.79,35.81,28.7,59.84,58.23,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,378,100.8,100.8,88.6,90.36,750.92,754.61,35.34,27.66,59.83,58.11,TGT452 CAUTION; T451 CAUTION,REVIEW RECOMMENDED
Flight_01,379,100.8,100.8,94.0,94.5,729.5,732.74,32.95,25.71,59.64,57.67,TGT452 CAUTION; T451 CAUTION; Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_01,380,100.8,100.8,90.71,93.38,753.95,758.1,36.23,29.59,60.32,58.44,TGT452 CAUTION; T451 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_01,381,100.8,100.8,94.0,94.5,753.31,753.85,35.69,29.41,62.25,60.45,TGT452 CAUTION; T451 CAUTION; Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_01,382,100.8,100.8,92.82,94.18,767.38,767.3,34.74,27.43,62.14,59.7,TGT452 CAUTION; T451 CAUTION; Ng1 CAUTION; Ng2 CAUTION,REVIEW RECOMMENDED
Flight_01,383,100.8,100.8,92.02,94.06,786.64,791.67,34.34,27.28,62.02,59.77,TGT452 EXCEEDANCE; T451 EXCEEDANCE; Ng1 CAUTION; Ng2 CAUTION,NON-COMPLIANT — Report Required
Flight_01,384,100.8,100.8,94.0,94.5,790.25,798.17,32.57,24.59,64.29,63.42,TGT452 EXCEEDANCE; T451 EXCEEDANCE; Ng1 CAUTION; Ng2 CAUTION,NON-COMPLIANT — Report Required
Flight_01,385,100.8,100.8,94.0,94.5,798.56,812.07,30.78,23.29,63.78,63.61,TGT452 EXCEEDANCE; T451 EXCEEDANCE; Ng1 CAUTION; Ng2 CAUTION,NON-COMPLIANT — Report Required
Flight_01,386,100.8,100.8,94.0,94.5,815.48,828.9,30.6,24.02,64.36,64.05,TGT452 EXCEEDANCE; T451 EXCEEDANCE; Ng1 CAUTION; Ng2 CAUTION,NON-COMPLIANT — Report Required
Flight_01,387,100.8,100.8,94.0,94.5,820.8,828.9,31.0,25.39,65.8,66.05,TGT452 EXCEEDANCE; T451 EXCEEDANCE; Ng1 CAUTION; Ng2 CAUTION,NON-COMPLIANT — Report Required
Flight_01,388,100.8,100.8,94.0,94.5,818.31,828.9,30.43,26.13,65.33,65.98,TGT452 EXCEEDANCE; T451 EXCEEDANCE; Ng1 CAUTION; Ng2 CAUTION,NON-COMPLIANT — Report Required
Flight_01,389,100.8,100.8,94.0,94.5,789.11,821.86,30.82,26.29,64.35,64.68,TGT452 EXCEEDANCE; T451 EXCEEDANCE; Ng1 CAUTION; Ng2 CAUTION,NON-COMPLIANT — Report Required
Flight_01,390,100.8,100.8,94.0,94.5,791.89,827.41,31.76,25.42,66.06,67.59,TGT452 EXCEEDANCE; T451 EXCEEDANCE; Ng1 CAUTION; Ng2 CAUTION,NON-COMPLIANT — Report Required
